timestamp,open,high,low,close,volume
2026-07-21 10:00:00,4000.56,4010.67,4000.3,4009.95,9419
2026-07-21 11:00:00,4009.95,4027.16,4003.8,4024.87,20520
2026-07-21 12:00:00,4024.87,4035.87,4018.47,4023.23,23607
2026-07-21 13:00:00,4023.24,4045.21,4022.0,4038.09,18817
2026-07-21 14:00:00,4038.08,4051.57,4036.85,4046.99,15095
2026-07-21 15:00:00,4046.99,4051.81,4043.77,4049.65,8826
2026-07-21 16:00:00,4049.65,4068.02,4046.41,4061.55,16386
2026-07-21 17:00:00,4061.55,4084.21,4061.49,4078.49,18451
2026-07-21 18:00:00,4078.4,4080.23,4067.74,4071.37,13269
2026-07-21 19:00:00,4071.34,4072.61,4059.27,4062.85,13472
2026-07-21 20:00:00,4062.86,4069.73,4061.03,4065.97,11668
2026-07-21 21:00:00,4065.97,4070.19,4061.03,4062.94,14203
2026-07-21 22:00:00,4062.95,4063.71,4054.48,4056.05,11911
2026-07-21 23:00:00,4056.15,4065.78,4051.13,4054.2,18523
2026-07-22 00:00:00,4054.02,4061.77,4044.55,4053.21,28877
2026-07-22 01:00:00,4053.14,4073.79,4051.86,4068.42,29168
2026-07-22 02:00:00,4068.42,4083.38,4065.6,4074.18,22049
2026-07-22 03:00:00,4074.18,4079.2,4069.91,4071.58,14641
2026-07-22 04:00:00,4071.59,4072.87,4066.78,4068.7,11908
2026-07-22 05:00:00,4068.7,4087.02,4067.71,4082.28,12948
2026-07-22 06:00:00,4082.29,4085.75,4080.15,4084.54,13885
2026-07-22 07:00:00,4084.49,4086.25,4076.68,4077.72,5719
2026-07-22 09:00:00,4081.78,4085.1,4077.09,4080.52,7963
2026-07-22 10:00:00,4080.52,4083.09,4079.27,4080.68,5800
2026-07-22 11:00:00,4080.65,4102.61,4076.7,4097.57,21330
2026-07-22 12:00:00,4097.57,4123.67,4096.85,4122.17,28351
2026-07-22 13:00:00,4122.0,4130.95,4118.77,4130.57,20394
2026-07-22 14:00:00,4130.58,4141.71,4129.3,4130.92,17310
2026-07-22 15:00:00,4130.92,4131.3,4124.79,4127.04,10146
2026-07-22 16:00:00,4127.04,4134.06,4123.09,4131.1,17312
2026-07-22 17:00:00,4131.1,4135.33,4113.46,4116.51,20768
2026-07-22 18:00:00,4116.51,4123.1,4109.28,4110.65,17861
2026-07-22 19:00:00,4110.64,4120.17,4110.64,4118.31,18191
2026-07-22 20:00:00,4118.31,4122.39,4113.32,4115.06,15094
2026-07-22 21:00:00,4115.06,4121.86,4114.95,4117.63,12789
2026-07-22 22:00:00,4117.6,4123.08,4112.57,4122.65,13781
2026-07-22 23:00:00,4122.65,4134.46,4106.69,4112.97,20088
2026-07-23 00:00:00,4112.98,4155.93,4112.98,4154.65,29119
2026-07-23 01:00:00,4154.76,4163.4,4144.13,4148.51,31532
2026-07-23 02:00:00,4148.51,4166.04,4148.51,4159.46,22242
2026-07-23 03:00:00,4159.45,4159.55,4144.51,4146.89,17751
2026-07-23 04:00:00,4146.86,4147.92,4138.42,4142.39,16039
2026-07-23 05:00:00,4142.39,4142.83,4132.05,4136.04,17291
2026-07-23 06:00:00,4136.04,4137.25,4129.01,4131.87,15020
2026-07-23 07:00:00,4131.87,4137.91,4128.36,4130.04,11542
2026-07-23 09:00:00,4125.02,4138.91,4113.72,4121.76,13197
2026-07-23 10:00:00,4121.76,4134.29,4116.59,4133.45,13707
2026-07-23 11:00:00,4133.45,4134.72,4125.17,4132.18,14946
2026-07-23 12:00:00,4132.19,4141.12,4114.37,4117.96,27859
2026-07-23 13:00:00,4117.96,4128.83,4112.14,4128.14,20204
2026-07-23 14:00:00,4128.13,4133.15,4124.12,4124.74,14325
2026-07-23 15:00:00,4124.68,4130.39,4120.08,4121.25,10598
2026-07-23 16:00:00,4121.25,4130.58,4119.48,4124.1,16612
2026-07-23 17:00:00,4124.1,4128.23,4116.98,4118.62,18524
2026-07-23 18:00:00,4118.64,4119.46,4090.17,4095.49,21600
2026-07-23 19:00:00,4095.46,4097.78,4087.04,4093.45,17407
2026-07-23 20:00:00,4093.48,4099.42,4088.46,4089.93,15137
