timestamp,open,high,low,close,volume
2024-01-01 00:00:00,42500.000000,42595.172713,42403.604902,42500.000000,5522.958596
2024-01-01 01:00:00,42532.978550,42867.185549,42273.401377,42653.177404,45161.291285
2024-01-01 02:00:00,42642.049184,43010.017405,41703.082471,42024.667477,163677.211447
2024-01-01 03:00:00,42051.633796,42278.597285,41909.681716,42079.571202,14704.470399
2024-01-01 04:00:00,42049.740309,42254.953448,41804.702943,42091.761087,45856.303565
2024-01-01 05:00:00,42090.027375,42596.685505,41822.104794,42227.408628,53764.261552
2024-01-01 06:00:00,42222.025190,42501.728318,41921.824624,42211.746912,33040.493139
2024-01-01 07:00:00,42224.473389,42405.206128,41967.872847,42168.451000,18993.597107
2024-01-01 08:00:00,42154.312239,42509.548964,41892.909132,42258.579606,82441.395864
2024-01-01 09:00:00,42297.939338,42446.289036,41960.801401,42201.802183,158583.211242
2024-01-01 10:00:00,42224.453538,42567.077121,41729.369983,42233.091123,12667.521657
2024-01-01 11:00:00,42241.180157,42694.266188,42026.221529,42397.789801,40113.198315
2024-01-01 12:00:00,42405.610766,42754.911540,42249.144852,42466.671624,75085.787170
2024-01-01 13:00:00,42488.788810,42872.849052,42239.550087,42656.302869,20810.178059
2024-01-01 14:00:00,42633.819832,42893.885260,42223.355927,42363.758561,35605.830769
2024-01-01 15:00:00,42397.599987,42444.873113,42331.688345,42407.312085,13469.716229
2024-01-01 16:00:00,42427.821679,43004.475651,41567.552105,42110.234063,68524.202386
2024-01-01 17:00:00,42094.171526,42603.577130,41830.491627,42240.799099,47708.478777
2024-01-01 18:00:00,42201.305559,42509.791403,42128.460659,42419.601068,44053.918786
2024-01-01 19:00:00,42443.765411,42564.350496,42076.656703,42341.444392,42380.203111
2024-01-01 20:00:00,42330.638394,42623.704286,42083.661327,42299.290675,51833.819119
2024-01-01 21:00:00,42285.969200,42796.616784,41989.269487,42443.635032,105649.004437
2024-01-01 22:00:00,42444.072526,42651.146884,42090.652385,42298.080049,21122.989190
2024-01-01 23:00:00,42294.643308,42717.477708,42153.194020,42418.733926,22707.064414
2024-01-02 00:00:00,42368.091566,42537.713317,42130.404651,42331.809139,38575.076026
2024-01-02 01:00:00,42300.186422,42672.194077,41562.665019,41970.270676,66453.032374
2024-01-02 02:00:00,41995.807502,42341.280973,41696.660474,41994.668832,41642.914690
2024-01-02 03:00:00,41982.922827,42299.619716,41538.220259,41840.203046,67207.830342
2024-01-02 04:00:00,41848.409243,42603.872942,41484.729639,42248.264157,90907.447901
2024-01-02 05:00:00,42229.808785,42721.887013,41870.390078,42063.285877,70239.000327
2024-01-02 06:00:00,42054.979708,42314.331935,41884.572184,42144.370833,25317.060029
2024-01-02 07:00:00,42191.628570,42353.883603,41935.245067,42056.561368,45006.021953
2024-01-02 08:00:00,42015.315257,42506.664191,41814.991247,42199.716136,57414.533396
2024-01-02 09:00:00,42151.787130,42248.696600,41804.528424,42021.248128,61589.948515
2024-01-02 10:00:00,41986.040510,42299.751217,41862.905034,42160.555767,27171.996159
2024-01-02 11:00:00,42261.907068,42595.000674,42052.656834,42351.543649,32154.042301
2024-01-02 12:00:00,42360.897494,42608.776102,42301.027973,42523.442887,15865.683965
2024-01-02 13:00:00,42518.503684,42700.870828,42246.468178,42381.648003,37843.449660
2024-01-02 14:00:00,42345.436515,42796.336324,42126.431718,42579.998897,36674.131002
2024-01-02 15:00:00,42589.859002,42759.991004,42043.081860,42249.691225,36117.331022
2024-01-02 16:00:00,42232.287780,42878.567662,42040.937336,42594.087398,64258.249171
2024-01-02 17:00:00,42668.882084,42873.250576,42180.129735,42375.269137,39735.609962
2024-01-02 18:00:00,42407.836554,42511.281060,42230.904182,42330.083362,7503.465796
2024-01-02 19:00:00,42307.216658,42509.264414,42241.477098,42423.893763,47242.504852
2024-01-02 20:00:00,42379.166315,42832.340056,42086.913811,42518.550094,75324.431164
2024-01-02 21:00:00,42514.388522,42747.296692,42365.492658,42572.466197,18681.609245
2024-01-02 22:00:00,42558.033494,42943.581226,42227.018095,42631.068705,74597.495662
2024-01-02 23:00:00,42637.513176,43121.820380,42492.456427,42855.971234,48137.914991
2024-01-03 00:00:00,42916.913463,43145.612172,42226.203716,42526.175769,60741.151673
2024-01-03 01:00:00,42487.336073,42799.602343,42188.874455,42481.678758,29808.177666
2024-01-03 02:00:00,42481.499250,42672.235182,42281.474895,42377.416877,17546.070908
2024-01-03 03:00:00,42380.583850,42637.522983,42243.224325,42384.519872,23786.283781
2024-01-03 04:00:00,42355.034446,43024.446600,42091.635329,42725.236958,75044.501972
2024-01-03 05:00:00,42757.520984,42997.234260,42089.107638,42455.407690,65542.293180
2024-01-03 06:00:00,42472.518247,42545.071454,42191.835665,42252.112509,16404.814702
2024-01-03 07:00:00,42270.870133,42424.883686,42016.584648,42194.178688,57849.651665
2024-01-03 08:00:00,42186.386118,42661.202674,42079.520973,42479.760861,70080.340574
2024-01-03 09:00:00,42482.932148,42824.313352,42318.062747,42550.634864,28101.031701
2024-01-03 10:00:00,42520.682376,42859.030601,42197.449470,42565.187831,44915.834107
2024-01-03 11:00:00,42576.270704,42835.598917,42159.465454,42493.385946,36988.183286
2024-01-03 12:00:00,42418.108341,42888.160380,42239.125270,42745.368795,78266.504058
2024-01-03 13:00:00,42823.341034,43063.486245,42476.997895,42794.423479,33228.760186
2024-01-03 14:00:00,42732.366177,42888.900027,42377.223112,42606.511508,52813.132752
2024-01-03 15:00:00,42567.959087,42824.595977,42204.494026,42435.102898,29898.999490
2024-01-03 16:00:00,42422.210885,42751.506928,42214.702328,42595.435716,72181.153096
2024-01-03 17:00:00,42586.816349,42825.764540,42385.591907,42639.929785,12329.905452
2024-01-03 18:00:00,42635.222169,43057.931910,42400.345355,42776.343821,36475.934960
2024-01-03 19:00:00,42784.537209,43013.751810,42357.764501,42510.326002,44800.394851
2024-01-03 20:00:00,42515.777067,42798.935832,42242.481752,42436.964296,13447.977887
2024-01-03 21:00:00,42411.702192,42725.023033,42041.746135,42486.929597,43246.174461
