timestamp,open,high,low,close,volume
2024-01-01 00:00:00,1.085000,1.085398,1.084597,1.085000,747.443512
2024-01-01 01:00:00,1.085138,1.086786,1.084056,1.085894,6743.976517
2024-01-01 02:00:00,1.085848,1.087400,1.082179,1.083536,20975.888606
2024-01-01 03:00:00,1.083650,1.084903,1.083051,1.084064,2370.211745
2024-01-01 04:00:00,1.083939,1.085122,1.082906,1.084434,7245.354982
2024-01-01 05:00:00,1.084426,1.086896,1.083300,1.085343,8033.550685
2024-01-01 06:00:00,1.085321,1.086813,1.084101,1.085636,4969.925485
2024-01-01 07:00:00,1.085690,1.086593,1.084844,1.085832,2439.576782
2024-01-01 08:00:00,1.085772,1.087664,1.084672,1.086609,12866.698910
2024-01-01 09:00:00,1.086774,1.087410,1.085759,1.086785,17328.444434
2024-01-01 10:00:00,1.086881,1.088758,1.084795,1.087351,1924.983226
2024-01-01 11:00:00,1.087385,1.089740,1.086482,1.088495,6302.817481
2024-01-01 12:00:00,1.088528,1.090461,1.087871,1.089252,12401.260749
2024-01-01 13:00:00,1.089344,1.091436,1.088302,1.090530,3331.644233
2024-01-01 14:00:00,1.090436,1.091531,1.089210,1.089801,3961.907820
2024-01-01 15:00:00,1.089943,1.090655,1.089666,1.090497,3784.408488
2024-01-01 16:00:00,1.090583,1.093025,1.087470,1.089768,8466.016916
2024-01-01 17:00:00,1.089700,1.092391,1.088586,1.090858,7520.142180
2024-01-01 18:00:00,1.090691,1.092541,1.090384,1.092161,8005.634613
2024-01-01 19:00:00,1.092263,1.092900,1.091145,1.092391,4888.493065
2024-01-01 20:00:00,1.092346,1.094020,1.091434,1.092781,7947.066502
2024-01-01 21:00:00,1.092725,1.095456,1.091474,1.093968,16722.390419
2024-01-01 22:00:00,1.093969,1.094846,1.093058,1.093936,2154.147227
2024-01-01 23:00:00,1.093922,1.096298,1.093324,1.095036,3833.437790
2024-01-02 00:00:00,1.094822,1.095980,1.093969,1.095262,6088.874933
2024-01-02 01:00:00,1.095128,1.096715,1.092583,1.094323,7849.817767
2024-01-02 02:00:00,1.094431,1.096500,1.093160,1.095026,6842.890178
2024-01-02 03:00:00,1.094975,1.096332,1.093672,1.094965,7419.621006
2024-01-02 04:00:00,1.095000,1.098817,1.093454,1.097306,13870.778114
2024-01-02 05:00:00,1.097227,1.099328,1.096293,1.097117,7936.195575
